Willingness to Try Exotic Foods,Importance of Food Presentation,Value for Money in Meals,Preference for Gourmet Restaurants,Interest in Nutritional Content,Frequency of Eating Home-Cooked Meals,Desire for New Culinary Experiences,Preference for Organic or Diet-Specific Foods,Enjoyment of Traditional or Familiar Foods,Willingness to Spend on High-Quality Ingredients,personality,username
1,3,1,5,2,1.0,3,5,4,3,Fine Dining Connoisseur,8I7fb3uGl2
3,4,1,5,5,3.0,1,2,3,5,Fine Dining Connoisseur,I1eur5EY1A
3,5,3,3,2,1.0,2,2,1,3,Fine Dining Connoisseur,3rCiXBK4rp
4,3,3,3,5,3.0,5,4,1,2,Fine Dining Connoisseur,tMgeQvfygn
3,5,1,4,5,2.0,1,3,1,3,Fine Dining Connoisseur,VP36Kv2IF3
2,3,3,3,5,2.0,5,3,1,2,Fine Dining Connoisseur,BdmwVRHYbO
2,4,3,3,4,1.0,5,3,3,3,Fine Dining Connoisseur,hT3yYmmhK3
5,5,3,5,3,5.0,1,5,4,3,Fine Dining Connoisseur,aAGFn5lDLv
4,5,3,4,2,3.0,4,5,3,3,Fine Dining Connoisseur,Ol9HoRrzAs
2,5,1,4,5,3.0,1,5,1,5,Fine Dining Connoisseur,w8Er5bU3uP
1,5,1,4,5,3.0,2,5,1,3,Fine Dining Connoisseur,X57CDk4ou1
3,5,3,3,2,2.0,5,3,3,5,Fine Dining Connoisseur,LWBaGb9bfT
1,5,1,5,2,2.0,4,5,4,5,Fine Dining Connoisseur,XXqxweZKRM
4,5,2,5,4,1.0,2,5,2,5,Fine Dining Connoisseur,KxD7xtFjfy
1,3,3,5,5,1.0,4,2,1,5,Fine Dining Connoisseur,tbEMyiaPW1
4,5,4,4,5,4.0,2,3,1,5,Fine Dining Connoisseur,vuxUvPZkhe
4,2,3,3,2,1.0,1,3,4,5,Fine Dining Connoisseur,s3hgYZ0z0m
3,3,3,4,3,2.0,4,3,1,4,Fine Dining Connoisseur,irqCk3FR0i
3,5,1,5,3,4.0,4,3,4,5,Fine Dining Connoisseur,mhoOizjXD7
5,5,1,4,3,1.0,3,5,3,5,Fine Dining Connoisseur,gNiFF4udwi
1,5,2,5,3,3.0,1,3,5,3,Fine Dining Connoisseur,6cFLgCh7ZX
1,4,3,5,3,4.0,1,5,4,4,Fine Dining Connoisseur,hp4ppt8ySS
3,2,1,3,5,4.0,5,5,1,5,Fine Dining Connoisseur,DODSWcxkbr
4,5,1,3,5,1.0,4,2,4,5,Fine Dining Connoisseur,bDaaWuFba0
3,3,1,3,5,2.0,5,5,4,4,Fine Dining Connoisseur,2SMLYz7J5O
2,3,1,5,4,1.0,5,3,1,3,Fine Dining Connoisseur,rgq7E7xhLz
1,5,1,5,5,1.0,5,2,3,5,Fine Dining Connoisseur,mnt9zGdH35
1,5,2,5,3,3.0,1,2,3,5,Fine Dining Connoisseur,FypetCqtgR
4,3,3,4,3,1.0,5,3,3,3,Fine Dining Connoisseur,LEz1cbLbho
1,3,3,3,5,5.0,5,2,4,4,Fine Dining Connoisseur,v7nWr7drBe
1,5,3,5,3,1.0,5,3,2,5,Fine Dining Connoisseur,juiN1DAfmv
3,3,2,4,3,2.0,4,5,5,5,Fine Dining Connoisseur,Z37RbK533g
1,5,3,3,3,3.0,5,3,1,5,Fine Dining Connoisseur,GnXcygFbDo
3,4,3,4,5,4.0,5,5,1,3,Fine Dining Connoisseur,wAHhSGY8YA
2,4,3,5,5,1.0,5,4,2,3,Fine Dining Connoisseur,nRhxVBsPyg
1,5,1,5,3,1.0,4,2,3,4,Fine Dining Connoisseur,CV5V63GfOg
1,3,4,3,3,1.0,2,5,3,3,Fine Dining Connoisseur,k6vrqNpPtw
5,3,2,3,5,3.0,5,5,2,3,Fine Dining Connoisseur,QidVvl6ITF
3,5,3,3,3,1.0,5,5,4,5,Fine Dining Connoisseur,yO0zdlAoJX
4,3,3,5,5,1.0,1,2,1,3,Fine Dining Connoisseur,bKW0Cm7E6W
4,5,3,3,4,1.0,5,4,2,5,Fine Dining Connoisseur,4CHYkZENjt
3,4,1,5,2,1.0,4,5,3,4,Fine Dining Connoisseur,Du1nzuVurC
3,2,3,3,2,1.0,1,2,4,5,Fine Dining Connoisseur,ZuWMkbFwsN
4,2,3,4,5,3.0,5,3,2,5,Fine Dining Connoisseur,OyICw4c3Gn
5,3,3,5,5,1.0,4,3,1,5,Fine Dining Connoisseur,iPUwZre8b1
3,5,1,5,2,4.0,2,3,1,5,Fine Dining Connoisseur,J3Eru2zA1T
4,5,1,5,5,1.0,2,2,1,3,Fine Dining Connoisseur,ujSfh5CePv
4,3,3,5,4,1.0,3,5,3,5,Fine Dining Connoisseur,0ZGg0ShQZP
4,5,3,5,3,1.0,4,5,3,5,Fine Dining Connoisseur,2pZlOgv4Rf
5,3,2,2,5,1.0,2,4,3,2,Fine Dining Connoisseur,V82pFVcayL
5,5,5,5,2,1.0,1,5,1,5,Fine Dining Connoisseur,6VC4Z3x2Nm
1,5,3,5,5,1.0,1,2,1,5,Fine Dining Connoisseur,hj1fCluY9X
5,5,3,5,5,4.0,2,4,2,3,Fine Dining Connoisseur,3tHmpJt9Ng
5,5,1,5,3,1.0,5,5,3,3,Fine Dining Connoisseur,7fKgBCHGxj
1,5,3,4,5,1.0,5,5,1,5,Fine Dining Connoisseur,ZyBjOEJcwZ
3,5,2,4,2,4.0,5,4,2,3,Fine Dining Connoisseur,lE254u0CfD
5,5,1,5,3,2.0,2,4,1,3,Fine Dining Connoisseur,WmoDt5Txd5
5,4,5,4,5,1.0,1,5,1,5,Fine Dining Connoisseur,5MvaWJtjtb
1,5,4,5,3,3.0,5,5,3,4,Fine Dining Connoisseur,IEibHANMF3
2,3,5,5,3,1.0,3,5,2,3,Fine Dining Connoisseur,REegbFQ0I7
4,3,2,5,3,1.0,5,5,3,3,Fine Dining Connoisseur,CjEakpxzdp
1,5,1,5,5,4.0,5,5,1,3,Fine Dining Connoisseur,dW1oYOjzj7
4,5,1,5,5,1.0,5,5,3,5,Fine Dining Connoisseur,w44PWHUAti
1,5,1,3,5,1.0,2,5,1,3,Fine Dining Connoisseur,mr3wY9aCZg
3,2,1,4,2,1.0,5,2,1,4,Fine Dining Connoisseur,9l3pLTahGH
4,5,2,5,3,1.0,5,2,2,4,Fine Dining Connoisseur,W7jlitN2bt
2,5,2,5,5,1.0,2,4,1,3,Fine Dining Connoisseur,ryxxG07JDg
1,2,4,3,5,3.0,5,5,1,4,Fine Dining Connoisseur,iMoxnC1CNV
4,3,1,3,5,1.0,1,3,4,3,Fine Dining Connoisseur,9T2Mo1JHG0
5,4,2,5,5,1.0,5,4,2,5,Fine Dining Connoisseur,SmJO7tjhmh
4,5,2,5,5,1.0,4,2,3,5,Fine Dining Connoisseur,4GOZs47Lo2
3,3,4,5,5,2.0,1,3,1,4,Fine Dining Connoisseur,LJRHIafZ1H
2,5,3,5,5,1.0,5,4,3,5,Fine Dining Connoisseur,aBvfR2IeIl
3,3,1,5,2,1.0,1,2,4,5,Fine Dining Connoisseur,cBK4R0gcI0
2,3,1,5,3,1.0,3,4,3,5,Fine Dining Connoisseur,2kFKH80t3G
1,5,3,4,3,2.0,3,4,1,3,Fine Dining Connoisseur,xffnR1DhIz
5,4,3,2,4,3.0,2,3,3,3,Fine Dining Connoisseur,Lj1qffUFMt
1,5,4,5,2,2.0,2,3,3,5,Fine Dining Connoisseur,wn3aYFf8w5
2,5,1,3,3,1.0,5,4,2,3,Fine Dining Connoisseur,HGMf0hftYy
4,4,3,5,5,3.0,1,5,1,4,Fine Dining Connoisseur,e3og6B2ir4
3,3,4,4,5,2.0,5,2,1,3,Fine Dining Connoisseur,7gYVXz7fap
1,5,4,4,5,1.0,1,2,1,3,Fine Dining Connoisseur,4eBYrxAfCJ
1,4,1,5,5,3.0,3,4,2,5,Fine Dining Connoisseur,KGoyRrPnWA
3,3,4,4,5,5.0,1,3,1,3,Fine Dining Connoisseur,7Qy8kOt6TF
1,5,2,5,3,1.0,5,3,1,2,Fine Dining Connoisseur,T1Q6WiNZye
1,5,4,3,2,1.0,1,2,1,4,Fine Dining Connoisseur,CjEQhJy8Lt
1,5,1,5,4,1.0,3,5,5,5,Fine Dining Connoisseur,VNxxaTqMJ7
1,3,4,3,3,3.0,5,5,1,5,Fine Dining Connoisseur,6oHFzpl73m
2,4,1,2,3,1.0,3,5,1,5,Fine Dining Connoisseur,cyKoKqLcvE
4,5,2,2,4,1.0,5,5,3,3,Fine Dining Connoisseur,3R33sgQjR7
2,4,1,5,2,2.0,5,5,4,5,Fine Dining Connoisseur,2rMZmUy5V2
4,2,2,5,2,1.0,4,5,1,3,Fine Dining Connoisseur,b44gwS4lzT
5,5,3,5,5,1.0,2,3,2,5,Fine Dining Connoisseur,uQpVy83z9N
1,3,4,3,3,1.0,5,5,3,4,Fine Dining Connoisseur,XK2jWyb1QE
3,3,1,4,3,2.0,2,3,4,4,Fine Dining Connoisseur,20trGUup9B
5,5,1,5,3,3.0,2,5,1,3,Fine Dining Connoisseur,EINMPaStBy
2,5,3,5,3,1.0,2,5,1,3,Fine Dining Connoisseur,QeuhpCoCD5
1,5,1,5,5,3.0,5,3,3,5,Fine Dining Connoisseur,HW08t3Iq51
5,3,1,2,4,4.0,3,3,3,5,Fine Dining Connoisseur,1DZuMshBZ7
5,5,1,5,5,1.0,5,3,1,5,Fine Dining Connoisseur,EDLfMrEV8F
4,2,2,5,5,2.0,1,2,1,3,Fine Dining Connoisseur,nDBptM14nP
3,4,2,3,3,1.0,1,5,1,4,Fine Dining Connoisseur,i1yyo5SLZR
2,5,2,4,5,1.0,4,5,1,4,Fine Dining Connoisseur,qYIFQOZSM3
1,2,2,5,5,1.0,2,2,3,4,Fine Dining Connoisseur,kuSDtRcAvj
4,5,1,3,4,1.0,2,3,5,4,Fine Dining Connoisseur,IYKWQQyQ7j
4,5,4,5,5,1.0,5,2,1,4,Fine Dining Connoisseur,YO3A5IdkPW
5,5,1,2,5,2.0,5,5,5,3,Fine Dining Connoisseur,efuFMjhaV4
1,5,1,4,3,2.0,2,5,1,3,Fine Dining Connoisseur,w2rsMBCtWR
5,5,1,4,3,3.0,1,3,2,5,Fine Dining Connoisseur,jXR4eEmVJG
3,3,1,3,5,4.0,2,5,3,5,Fine Dining Connoisseur,LqwoWo6eDR
1,5,1,5,3,2.0,1,3,4,5,Fine Dining Connoisseur,ich9ggf6aU
2,5,2,2,5,1.0,3,4,5,5,Fine Dining Connoisseur,r3ORVodj82
4,5,1,3,3,1.0,5,5,1,3,Fine Dining Connoisseur,7UyVo56Stb
1,3,1,3,5,3.0,5,3,1,5,Fine Dining Connoisseur,WqsmaMhXEe
1,2,2,5,5,3.0,1,3,1,5,Fine Dining Connoisseur,73qUKqnjdM
1,5,1,3,2,1.0,5,3,4,3,Fine Dining Connoisseur,ANngYktQII
4,5,1,5,5,3.0,5,5,4,5,Fine Dining Connoisseur,9g1V8LZJAT
1,2,1,5,5,1.0,1,3,1,3,Fine Dining Connoisseur,JzymvMtHu4
1,5,1,5,5,1.0,5,5,2,5,Fine Dining Connoisseur,fVjdq0JkqQ
5,5,1,4,5,4.0,5,5,1,5,Fine Dining Connoisseur,4Fw08fRYyg
1,5,1,3,3,3.0,1,5,3,3,Fine Dining Connoisseur,XlxTU9O0Lm
5,5,1,5,5,3.0,5,5,3,3,Fine Dining Connoisseur,WLkeaGqtNm
2,5,4,5,3,2.0,3,5,5,5,Fine Dining Connoisseur,7NthPq9qWW
4,5,2,2,4,4.0,5,4,3,2,Fine Dining Connoisseur,vTeBzhXeU6
5,5,2,5,5,3.0,5,5,1,5,Fine Dining Connoisseur,8EvTsYCRLf
3,5,4,5,5,1.0,5,2,1,2,Fine Dining Connoisseur,ghSIOpXqYd
1,2,4,5,3,3.0,5,5,3,5,Fine Dining Connoisseur,pWbtBcrFt8
4,3,2,5,5,3.0,3,5,1,3,Fine Dining Connoisseur,RLHc2l2A9W
5,5,4,5,3,4.0,5,5,4,4,Fine Dining Connoisseur,y9Ws3Mmp5V
1,5,2,5,4,3.0,5,5,1,5,Fine Dining Connoisseur,zYMRD1hEOj
1,3,3,5,3,1.0,5,5,3,5,Fine Dining Connoisseur,seUizbIvfu
1,3,1,5,5,1.0,3,4,3,5,Fine Dining Connoisseur,UaKMqhec5J
5,3,1,5,5,1.0,5,5,1,5,Fine Dining Connoisseur,TFNCcxHjYZ
4,3,1,2,3,4.0,5,3,3,2,Fine Dining Connoisseur,JvL3ylKqyj
2,5,1,3,5,2.0,4,4,1,5,Fine Dining Connoisseur,00c8mE19RY
4,5,1,4,5,1.0,1,3,1,5,Fine Dining Connoisseur,69rq9cRhM0
2,3,1,5,3,2.0,2,5,2,2,Fine Dining Connoisseur,ta5ZDgwrcB
4,5,3,3,5,3.0,1,3,1,5,Fine Dining Connoisseur,UN4diskBbF
2,4,1,5,5,4.0,3,5,2,5,Fine Dining Connoisseur,rhzT0hUnwt
1,5,3,5,2,4.0,2,3,2,2,Fine Dining Connoisseur,Pd3hAEidZc
1,4,1,5,5,2.0,4,3,1,4,Fine Dining Connoisseur,Ockr7Fbu4S
1,2,3,5,2,3.0,2,3,1,5,Fine Dining Connoisseur,Ja1E8TScgH
3,2,1,3,5,1.0,5,5,4,3,Fine Dining Connoisseur,j07tX6WS5S
5,5,3,4,5,1.0,3,3,2,2,Fine Dining Connoisseur,p3rd9Fezet
5,3,3,3,4,1.0,2,5,2,5,Fine Dining Connoisseur,71uUyPq2jv
1,5,1,3,5,2.0,1,3,4,4,Fine Dining Connoisseur,gMOVFkB72S
3,5,1,4,5,1.0,1,5,1,5,Fine Dining Connoisseur,FK77PXzLEw
1,5,2,3,5,3.0,5,3,2,4,Fine Dining Connoisseur,IOtcXsGV1j
3,3,1,5,5,3.0,1,3,3,5,Fine Dining Connoisseur,TCMSwWIK8A
1,5,4,5,2,2.0,2,5,1,5,Fine Dining Connoisseur,BHIBEgSwyT
1,5,1,5,3,1.0,5,5,1,4,Fine Dining Connoisseur,nuLjMe0quC
2,5,1,3,3,2.0,4,5,4,3,Fine Dining Connoisseur,bjWJhKo8L5
1,4,2,4,5,2.0,2,5,3,5,Fine Dining Connoisseur,jQq6pC5K7P
4,4,4,3,5,1.0,2,5,1,3,Fine Dining Connoisseur,V261KygNAp
4,5,1,5,2,4.0,5,5,1,4,Fine Dining Connoisseur,7Ns8jaAxTl
5,5,2,4,2,1.0,2,3,2,2,Fine Dining Connoisseur,lhj4MPMfN4
1,4,1,3,4,1.0,2,5,5,5,Fine Dining Connoisseur,YCSbrInJOZ
3,5,3,5,2,2.0,2,5,4,5,Fine Dining Connoisseur,x16H3Mb5E9
3,3,1,3,2,2.0,5,5,1,5,Fine Dining Connoisseur,RJp6hLfpRE
4,5,4,3,4,3.0,5,5,3,3,Fine Dining Connoisseur,xRd5ZTdYSo
4,5,4,5,2,3.0,5,3,1,5,Fine Dining Connoisseur,8FmlmGlaTK
4,5,2,5,3,3.0,2,5,2,3,Fine Dining Connoisseur,1pcE5FzA8Y
1,5,2,3,5,1.0,2,5,3,3,Fine Dining Connoisseur,lskLjN33MZ
1,4,1,4,2,3.0,4,5,4,3,Fine Dining Connoisseur,fVNnq7JAOg
5,3,3,5,3,1.0,5,5,3,5,Fine Dining Connoisseur,kpr47l8QEB
3,2,1,5,3,2.0,2,5,3,5,Fine Dining Connoisseur,KxY8pKOKoZ
1,3,1,5,5,2.0,1,5,5,5,Fine Dining Connoisseur,Fbn7OcXFPp
4,4,1,4,3,4.0,5,5,4,5,Fine Dining Connoisseur,UiDRT1Rrxb
1,4,1,5,5,1.0,1,5,4,5,Fine Dining Connoisseur,2vjEDw4a1s
2,4,1,5,2,4.0,4,2,3,5,Fine Dining Connoisseur,rgsHY7VbUy
4,4,1,5,3,1.0,2,2,1,5,Fine Dining Connoisseur,q2NQn2tJgV
4,2,4,4,5,1.0,4,5,1,5,Fine Dining Connoisseur,bodgcUzYkS
1,5,1,5,3,5.0,2,3,2,4,Fine Dining Connoisseur,4w4UfGF83c
1,5,3,5,3,1.0,2,2,4,4,Fine Dining Connoisseur,lbCgnmw0iJ
4,3,5,5,5,4.0,1,3,1,5,Fine Dining Connoisseur,a4MFWkahJr
5,4,2,5,4,1.0,2,3,1,5,Fine Dining Connoisseur,kvz5VbZ3af
5,5,4,5,4,3.0,5,5,2,5,Fine Dining Connoisseur,JLcjTxpWP7
1,5,1,5,3,2.0,2,5,1,5,Fine Dining Connoisseur,ugz3Nc4omj
5,4,1,5,4,4.0,3,5,3,5,Fine Dining Connoisseur,lWUshyPMKY
1,3,1,4,5,1.0,1,5,1,3,Fine Dining Connoisseur,1ag8KIJ3pd
1,3,1,5,5,1.0,3,5,1,5,Fine Dining Connoisseur,JMY8n1JfSS
4,5,1,3,4,3.0,5,4,1,3,Fine Dining Connoisseur,8v1f8JbhNx
1,5,3,3,5,2.0,2,5,1,5,Fine Dining Connoisseur,sSqtDbCE8O
2,3,1,5,5,2.0,2,5,4,2,Fine Dining Connoisseur,C7y4hceLw9
5,4,1,3,5,4.0,4,2,1,5,Fine Dining Connoisseur,m5wSWcT2eA
1,3,1,4,2,2.0,1,5,3,5,Fine Dining Connoisseur,ekYRajBXMi
1,5,4,4,3,3.0,5,2,1,4,Fine Dining Connoisseur,4YV6gfrr9u
3,5,3,5,5,3.0,1,5,1,5,Fine Dining Connoisseur,PDf7LU5cMj
4,5,3,4,4,4.0,2,5,1,5,Fine Dining Connoisseur,RqGhylKZqA
3,5,1,3,3,1.0,5,3,4,5,Fine Dining Connoisseur,6977vH7lGX
2,5,1,5,5,1.0,5,3,2,2,Fine Dining Connoisseur,lidXaAfiuZ
1,5,1,5,4,4.0,5,3,2,5,Fine Dining Connoisseur,EsYWWisIIC
3,3,1,5,3,4.0,5,2,4,3,Fine Dining Connoisseur,N6RM0Isn5P
5,4,1,3,4,3.0,5,4,2,5,Fine Dining Connoisseur,r8DHvLffSh
1,5,3,3,3,1.0,2,5,3,4,Fine Dining Connoisseur,4QSs1Hlu0t
1,3,1,4,2,2.0,5,5,1,4,Fine Dining Connoisseur,6iB4NdXA4v
3,5,1,4,2,1.0,4,5,4,4,Fine Dining Connoisseur,C47mAKiz0x
4,3,1,3,4,4.0,2,5,3,2,Fine Dining Connoisseur,rgpcScS8Kt
5,4,1,2,5,1.0,3,4,1,2,Fine Dining Connoisseur,pVuAB3HCq3
3,3,1,5,5,4.0,5,4,4,2,Fine Dining Connoisseur,u9ksbVAi08
5,3,1,5,3,1.0,2,3,1,5,Fine Dining Connoisseur,o3S5F6fbnF
2,5,3,5,5,3.0,2,4,1,5,Fine Dining Connoisseur,KnQXZ8zu1O
1,5,3,2,5,1.0,2,4,1,3,Fine Dining Connoisseur,I9kPxLKbk3
3,3,3,5,5,1.0,4,5,4,4,Fine Dining Connoisseur,esbkOEPka4
1,3,1,5,5,4.0,5,4,5,5,Fine Dining Connoisseur,5GimWsqlt0
4,3,2,5,5,1.0,4,5,3,5,Fine Dining Connoisseur,EeJwNFwp8W
3,3,4,3,3,3.0,4,5,1,5,Fine Dining Connoisseur,5Qgi8Ippou
1,2,1,3,5,3.0,5,5,4,5,Fine Dining Connoisseur,V2BxOgU2HT
1,4,4,5,4,3.0,2,5,2,5,Fine Dining Connoisseur,5UUTk41PWS
1,3,1,5,3,1.0,5,2,1,5,Fine Dining Connoisseur,hghsjPVHfb
5,4,1,5,5,1.0,2,4,3,3,Fine Dining Connoisseur,UoXqYqelLa
5,4,1,3,2,1.0,5,5,3,5,Fine Dining Connoisseur,EiT8fTzvZ7
3,5,4,4,2,1.0,2,2,3,5,Fine Dining Connoisseur,H3hNiAqlGk
1,5,1,5,5,2.0,4,5,3,4,Fine Dining Connoisseur,JZaDgloOp9
2,4,1,3,2,3.0,5,5,1,5,Fine Dining Connoisseur,7TUgpVgkfr
5,5,3,4,5,1.0,3,5,1,5,Fine Dining Connoisseur,qORepFWHS4
2,3,4,4,5,1.0,3,3,2,5,Fine Dining Connoisseur,VBY65Tu2H1
4,5,4,5,5,3.0,3,2,1,3,Fine Dining Connoisseur,BLvoDxNbrk
5,5,1,5,4,1.0,2,5,1,3,Fine Dining Connoisseur,fHHKTqFqde
3,5,1,5,3,3.0,5,5,2,5,Fine Dining Connoisseur,lzPejL7PDS
3,3,1,5,5,1.0,5,5,3,5,Fine Dining Connoisseur,WwBQTx6Y6h
1,5,3,5,5,3.0,5,5,3,4,Fine Dining Connoisseur,y4FrNptpc9
4,5,3,5,3,3.0,5,3,2,5,Fine Dining Connoisseur,8mHrYl9B0a
4,4,1,5,3,3.0,5,4,2,5,Fine Dining Connoisseur,bgDfBVSuKc
5,5,3,5,2,3.0,3,5,3,5,Fine Dining Connoisseur,JZRctwgBPY
5,4,1,3,5,1.0,3,3,1,2,Fine Dining Connoisseur,dtQjGHy5sn
4,5,1,4,3,1.0,5,2,4,3,Fine Dining Connoisseur,tcPSJOawrD
1,5,4,5,2,1.0,2,5,1,5,Fine Dining Connoisseur,s7eitqJM7w
1,3,1,5,2,1.0,5,2,3,5,Fine Dining Connoisseur,5nyoh4slGK
3,4,4,5,3,1.0,2,5,1,3,Fine Dining Connoisseur,PoURryZ6al
1,3,1,3,3,2.0,5,5,3,5,Fine Dining Connoisseur,fRn5BUtokC
3,5,3,5,2,4.0,1,3,1,4,Fine Dining Connoisseur,2oHhMZYbYj
3,3,5,3,2,1.0,4,2,4,5,Fine Dining Connoisseur,ZCIBCx5VTJ
3,5,1,3,5,4.0,4,3,3,5,Fine Dining Connoisseur,Yh3vr6KA2o
1,3,3,5,5,1.0,2,3,1,5,Fine Dining Connoisseur,GJJmlu71VL
5,3,3,3,2,3.0,5,2,3,4,Fine Dining Connoisseur,otBReYkZ58
4,5,1,5,2,1.0,1,2,1,5,Fine Dining Connoisseur,UTOD57O6Wp
1,5,1,3,5,3.0,5,5,2,5,Fine Dining Connoisseur,H1CYf2ixfk
2,4,2,2,3,3.0,2,4,3,3,Fine Dining Connoisseur,XMIpDBBGQy
1,4,3,5,5,1.0,1,2,1,3,Fine Dining Connoisseur,9HXjMeELqC
3,5,4,3,5,1.0,5,5,1,5,Fine Dining Connoisseur,r8YO5HTxzW
5,5,1,5,3,3.0,3,4,1,5,Fine Dining Connoisseur,IPANVF3r8K
5,4,1,5,4,1.0,5,4,2,5,Fine Dining Connoisseur,o4bzuFuRqV
3,5,4,4,3,3.0,4,3,4,5,Fine Dining Connoisseur,6sPf3amtVA
3,5,4,3,3,1.0,4,3,2,2,Fine Dining Connoisseur,GND0vOutiE
1,5,1,4,5,1.0,5,5,1,4,Fine Dining Connoisseur,9Vc6FvP9VQ
3,5,1,5,5,1.0,4,5,1,5,Fine Dining Connoisseur,MtsoWEw8i0
1,3,5,3,5,2.0,2,3,3,4,Fine Dining Connoisseur,i8oVzFVmQ9
1,4,4,5,5,1.0,5,5,4,4,Fine Dining Connoisseur,HVfTvEr4Cv
2,3,3,5,5,1.0,5,5,2,3,Fine Dining Connoisseur,UbAo5f88Sg
5,4,1,2,3,1.0,2,5,5,4,Fine Dining Connoisseur,gsUZoYLUHS
1,5,4,5,3,1.0,2,5,1,5,Fine Dining Connoisseur,iGbRvS6r5r
1,5,1,4,5,2.0,2,5,4,3,Fine Dining Connoisseur,PPXA61HC3L
4,5,3,4,4,3.0,1,2,1,5,Fine Dining Connoisseur,ccYvl29coJ
1,5,1,4,5,1.0,1,3,4,5,Fine Dining Connoisseur,jJnhQD9Tn7
2,5,1,5,5,3.0,3,5,1,5,Fine Dining Connoisseur,jOElvjifvY
3,3,4,5,2,2.0,5,3,3,5,Fine Dining Connoisseur,C1gUxVCGwV
3,5,1,5,5,1.0,1,3,1,4,Fine Dining Connoisseur,cFG76qz1FF
1,4,4,4,5,3.0,1,5,3,5,Fine Dining Connoisseur,wMIoFj9wdV
1,5,2,2,3,1.0,5,5,1,4,Fine Dining Connoisseur,rDavXYPNg9
3,3,3,5,3,4.0,1,3,1,5,Fine Dining Connoisseur,VhbdAleObI
1,4,4,3,3,1.0,4,4,1,3,Fine Dining Connoisseur,7DcKvNz4CY
4,3,1,5,5,4.0,2,5,5,5,Fine Dining Connoisseur,8a8RGd0LsJ
4,2,4,5,5,1.0,1,2,4,3,Fine Dining Connoisseur,F9a0UaLjpr
2,3,1,5,5,3.0,5,5,3,5,Fine Dining Connoisseur,AS4Zo2FlKk
1,4,1,5,5,1.0,4,2,1,5,Fine Dining Connoisseur,FKoq1H96ZP
5,4,1,3,4,3.0,5,5,2,5,Fine Dining Connoisseur,qSCYYxmO5U
3,5,1,4,3,1.0,5,5,1,5,Fine Dining Connoisseur,iBr4iuH3GW
3,3,4,3,5,4.0,4,4,1,5,Fine Dining Connoisseur,8KiZV5jnfr
1,5,4,5,5,2.0,1,2,1,5,Fine Dining Connoisseur,1OZKLZKrCO
3,5,1,5,5,1.0,4,5,1,3,Fine Dining Connoisseur,Dekbvx0QaV
1,5,1,3,2,1.0,5,5,1,3,Fine Dining Connoisseur,1nhq8yn0Ai
4,4,2,4,5,1.0,3,2,1,3,Fine Dining Connoisseur,tLfff4N4TT
4,5,1,2,3,1.0,1,3,1,5,Fine Dining Connoisseur,BWYtEJE6BE
1,3,1,4,2,1.0,2,2,1,3,Fine Dining Connoisseur,KtI4rXbRMr
3,5,2,3,3,4.0,5,3,2,4,Fine Dining Connoisseur,9bSL4G6y8g
4,3,2,5,5,3.0,5,5,1,5,Fine Dining Connoisseur,UGr68MyHVc
2,5,1,5,4,3.0,2,4,2,5,Fine Dining Connoisseur,QOqNYFib10
3,5,5,4,5,1.0,2,5,4,5,Fine Dining Connoisseur,wTi9CtwwBr
1,5,1,5,3,1.0,5,3,5,4,Fine Dining Connoisseur,bNaxTZ9esC
4,5,2,5,4,3.0,5,3,1,5,Fine Dining Connoisseur,yEgtBczrHO
4,4,1,5,5,1.0,5,4,2,3,Fine Dining Connoisseur,09TMBFsk8t
1,3,3,5,5,1.0,1,5,3,5,Fine Dining Connoisseur,4Qg8GGY18u
4,2,1,4,5,3.0,3,5,4,5,Fine Dining Connoisseur,t9iumrNXti
1,4,2,3,3,3.0,5,5,2,2,Fine Dining Connoisseur,wimW58vydU
3,5,4,5,2,1.0,1,5,3,4,Fine Dining Connoisseur,Mds5ofI9uv
2,5,1,5,2,4.0,5,5,1,4,Fine Dining Connoisseur,uyACJcLGFJ
1,5,2,5,5,1.0,1,5,1,3,Fine Dining Connoisseur,CseHFvFx56
3,5,1,4,2,3.0,3,4,1,5,Fine Dining Connoisseur,m6zA2Fmopz
4,3,1,5,5,2.0,2,2,3,3,Fine Dining Connoisseur,O6zpsnpbZP
1,3,2,3,2,1.0,5,5,1,4,Fine Dining Connoisseur,wlo00AFNXU
5,5,1,5,5,4.0,5,3,3,2,Fine Dining Connoisseur,SZ5mIk68ui
1,3,3,5,5,3.0,5,5,1,5,Fine Dining Connoisseur,zTInpXpa8D
1,3,1,5,5,1.0,4,2,1,4,Fine Dining Connoisseur,EFeexbRAHr
5,5,4,5,2,2.0,5,3,1,3,Fine Dining Connoisseur,pKFSyfrfLX
1,3,1,5,5,2.0,5,3,1,3,Fine Dining Connoisseur,g5WW1ShJhw
2,3,3,5,5,3.0,3,3,3,5,Fine Dining Connoisseur,4v8BKU0r7t
3,4,4,5,3,1.0,4,5,3,4,Fine Dining Connoisseur,qRhPqKmZDV
3,5,4,5,5,3.0,4,3,1,5,Fine Dining Connoisseur,12RRFESJgh
4,5,3,5,2,2.0,2,5,1,5,Fine Dining Connoisseur,jsLhXhCgGD
3,4,1,3,5,3.0,2,5,1,5,Fine Dining Connoisseur,0VCemIRTNr
3,5,1,3,5,1.0,4,3,1,5,Fine Dining Connoisseur,O3IJpERb2G
1,5,2,2,5,3.0,2,4,1,2,Fine Dining Connoisseur,lDkkCCWa2O
